State,County,ANSI,Ag District,Ag District Code,Year,CORN - ACRES PLANTED,"CORN, GRAIN - ACRES HARVESTED","CORN, GRAIN - PRODUCTION, MEASURED IN BU","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","CORN, SILAGE - ACRES HARVESTED","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SOYBEANS - ACRES HARVESTED,SOYBEANS - ACRES PLANTED,"SOYBEANS - PRODUCTION, MEASURED IN BU","SOYBEANS - YIELD, MEASURED IN BU / ACRE",SUGARBEETS - ACRES HARVESTED,SUGARBEETS - ACRES PLANTED,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","SUGARBEETS - SUCROSE, MEASURED IN PCT","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE"
MINNESOTA,BENTON,27009,CENTRAL,50,2010,57000,50600,7742000,153,,,,32800,33000,1404000,42.8,,,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2010,58200,55400,10300000,186,2500,48000,19,38800,39000,2004000,51.6,,,,,
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2010,156500,152200,26700000,175.5,3660,69000,19,106000,107000,5045000,47.6,14400,14400,384000,16.33,26.7
MINNESOTA,MCLEOD,27085,CENTRAL,50,2010,113500,108700,19800000,182.5,4350,92000,21,91700,92500,4481000,48.9,2300,2300,58600,16.23,25.5
MINNESOTA,MEEKER,27093,CENTRAL,50,2010,122500,118100,21000000,178.1,,,,104400,105500,5059000,48.5,2500,2500,65100,16.26,26
MINNESOTA,MORRISON,27097,CENTRAL,50,2010,90000,75100,11900000,159.1,14300,284000,20,25400,25500,1163000,45.8,,,,,
MINNESOTA,RENVILLE,27129,CENTRAL,50,2010,252500,246500,45900000,186.1,,,,199000,201000,10300000,51.8,37500,37800,1021000,16.08,27.2
MINNESOTA,SCOTT,27139,CENTRAL,50,2010,36700,34100,6330000,185.6,2370,53000,22.5,34800,35000,1780000,51.1,,,,,
MINNESOTA,SHERBURNE,27141,CENTRAL,50,2010,28500,27500,4368000,158.8,,,,15900,16000,633000,39.8,,,,,
MINNESOTA,SIBLEY,27143,CENTRAL,50,2010,156500,149900,28400000,189.3,,,,120800,122000,6308000,52.2,2500,2600,66700,15.87,26.7
MINNESOTA,STEARNS,27145,CENTRAL,50,2010,202500,164400,27100000,164.9,36500,703000,19.5,98300,99000,4502000,45.8,2600,2600,77600,16.4,29.8
MINNESOTA,TODD,27153,CENTRAL,50,2010,67500,53700,7665000,142.7,11500,174000,15,39200,40000,1547000,39.5,,,,,
MINNESOTA,WADENA,27159,CENTRAL,50,2010,20000,17500,2381000,136.1,1810,24600,13.5,7100,7200,292000,41.1,,,,,
MINNESOTA,WRIGHT,27171,CENTRAL,50,2010,75100,70300,11500000,162.9,,,,76800,77300,3625000,47.2,,,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2010,2600,2200,308000,140,340,5000,14.5,4900,5000,194000,39.6,,,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2010,7000,6800,943000,138.7,,,,3000,3000,122000,40.7,,,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2010,1400,700,75000,107.1,,,,,,,,,,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2010,27200,24600,3756000,152.7,2300,50000,21.5,25800,26100,1113000,43.1,,,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2010,7200,5900,795000,134.7,1240,16600,13.5,1300,1400,42000,32.3,,,,,
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2010,15500,14800,2380000,160.8,380,6400,17,13600,14000,632000,46.5,,,,,
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2010,32900,31600,4347000,137.6,1120,20200,18,26400,26700,981000,37.2,,,,,
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2010,12800,11100,1661000,149.6,1640,29000,17.5,12900,13000,546000,42.3,,,,,
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2010,22500,20100,3204000,159.4,2130,39600,18.5,16600,16700,705000,42.5,,,,,
MINNESOTA,PINE,27115,EAST CENTRAL,60,2010,18300,13100,1841000,140.5,5000,90000,18,12100,12200,512000,42.3,,,,,
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2010,19600,19100,3094000,162,370,6800,18.5,13800,13900,660000,47.8,,,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2010,40600,35600,4710000,132.3,4650,76000,16.5,85400,87300,2879000,33.7,7400,7500,195000,18.19,26.4
MINNESOTA,CLAY,27027,NORTHWEST,10,2010,101000,95100,14000000,147,,,,191300,193000,6878000,36,42900,43600,1201000,17.58,28
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2010,3700,1900,182000,95.8,1500,20400,13.5,12500,12600,376000,30.1,,,,,
MINNESOTA,KITTSON,27069,NORTHWEST,10,2010,,,,,2190,31400,14.5,100500,101500,3431000,34.1,28400,31100,620000,18.14,21.8
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2010,33700,31100,4322000,139,,,,66200,70600,2180000,32.9,2400,2500,65400,17.9,27.3
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2010,7500,6800,883000,129.9,,,,204000,207000,6457000,31.7,40800,42100,959000,18.25,23.5
MINNESOTA,NORMAN,27107,NORTHWEST,10,2010,72000,70600,10000000,141.7,,,,183000,184000,6197000,33.9,37900,38200,1096000,17.87,28.9
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2010,2700,2400,240000,100,,,,91600,93000,2692000,29.4,,,,,
MINNESOTA,POLK,27119,NORTHWEST,10,2010,44200,42000,6012000,143.1,2160,18500,8.6,269000,272000,9256000,34.4,90600,91200,2425000,18.23,26.8
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2010,12200,10300,1344000,130.5,1610,29600,18.5,67000,67500,2177000,32.5,,,,,
MINNESOTA,ROSEAU,27135,NORTHWEST,10,2010,,,,,2370,30400,13,103500,105500,3070000,29.7,,,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2010,186000,183400,31900000,174.1,,,,162500,165500,7818000,48.1,,,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2010,160000,150400,28000000,186.2,8300,166000,20,123200,124500,6314000,51.3,,,,,
MINNESOTA,FARIBAULT,27043,SOUTH CENTRAL,80,2010,212500,210000,37500000,178.8,,,,169000,171500,8509000,50.3,,,,,
MINNESOTA,FREEBORN,27047,SOUTH CENTRAL,80,2010,194000,192400,35200000,183.1,,,,141800,143000,6956000,49.1,,,,,
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2010,90100,87500,16000000,182.7,,,,78900,80000,3909000,49.5,,,,,
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2010,215500,211500,39800000,188,,,,160000,162500,7856000,49.1,,,,,
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2010,125000,118600,21000000,176.7,,,,81200,82500,4138000,51,,,,,
MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2010,88900,84800,16200000,191,,,,67100,68500,3611000,53.8,,,,,
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2010,111000,107900,20100000,186.5,,,,79000,80500,4079000,51.6,,,,,
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2010,118000,115200,21400000,186,,,,85800,87000,4392000,51.2,,,,,
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2010,130000,128300,23500000,183.1,870,18300,21,100500,102500,4850000,48.3,,,,,
MINNESOTA,DAKOTA,27037,SOUTHEAST,90,2010,86000,83000,15700000,189.3,,,,50700,51000,2583000,50.9,,,,,
MINNESOTA,DODGE,27039,SOUTHEAST,90,2010,120500,116800,22800000,195.4,2190,55000,25,88000,88600,4568000,51.9,,,,,
MINNESOTA,FILLMORE,27045,SOUTHEAST,90,2010,171000,162400,30500000,187.6,8500,204000,24,94900,95700,5129000,54,,,,,
MINNESOTA,GOODHUE,27049,SOUTHEAST,90,2010,154000,143700,27900000,193.8,9500,229000,24,94200,95000,4979000,52.9,,,,,
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2010,56300,48900,8818000,180.3,,,,26200,26500,1361000,51.9,,,,,
MINNESOTA,MOWER,27099,SOUTHEAST,90,2010,196500,191200,37100000,194.1,4200,94000,22.5,154700,156000,7873000,50.9,,,,,
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2010,116000,106800,20600000,192.8,6650,141000,21,71200,72000,3845000,54,,,,,
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2010,86800,77600,14400000,185.9,8000,188000,23.5,39100,40000,2044000,52.3,,,,,
MINNESOTA,WINONA,27169,SOUTHEAST,90,2010,79900,65600,12200000,185.2,14000,341000,24.5,29000,29200,1627000,56.1,,,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2010,172000,166900,30100000,180.4,,,,153000,156500,7111000,46.5,,,,,
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2010,196500,194500,36100000,185.7,,,,170500,173000,8300000,48.7,,,,,
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2010,109000,105600,17100000,161.9,2610,49800,19,104000,106000,4661000,44.8,,,,,
MINNESOTA,LYON,27083,SOUTHWEST,70,2010,183500,175500,29600000,168.6,,,,155500,158000,7498000,48.2,,,,,
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2010,176500,163600,30500000,186.3,,,,168500,170000,8481000,50.3,,,,,
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2010,200500,188700,33900000,179.8,,,,178800,181000,9086000,50.8,,,,,
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2010,111000,101000,17400000,172.4,,,,94200,95000,4596000,48.8,,,,,
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2010,236000,233500,43000000,184,,,,217000,219000,11100000,51.3,4700,4700,128000,15.81,27.2
MINNESOTA,ROCK,27133,SOUTHWEST,70,2010,136000,125700,23800000,189.2,,,,110500,111500,5997000,54.3,,,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2010,87200,85300,13900000,162.8,1270,20100,16,115000,116000,4722000,41.1,,,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2010,148500,146100,26400000,180.8,1200,25900,21.5,101700,102500,4938000,48.6,30000,30100,762000,16.32,25.4
MINNESOTA,DOUGLAS,27041,WEST CENTRAL,40,2010,58000,53100,8509000,160.2,,,,74300,75000,3046000,41,,,,,
MINNESOTA,GRANT,27051,WEST CENTRAL,40,2010,100500,99200,17100000,172.7,,,,109000,110500,4494000,41.2,12100,12200,333000,16.61,27.5
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2010,170500,168100,29100000,172.9,,,,170500,172500,7744000,45.4,,,,,
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2010,142500,122400,19400000,158.3,19300,332000,17,155500,157000,6143000,39.5,3100,3300,83600,15.94,27
MINNESOTA,POPE,27121,WEST CENTRAL,40,2010,105500,101500,17700000,174.3,3800,73000,19,88600,89500,3714000,41.9,2600,2600,76700,16.74,29.5
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2010,137000,129800,23300000,179.7,,,,110900,112000,4973000,44.8,4500,4500,146000,16.29,32.4
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2010,181000,172900,31100000,180.1,7800,170000,22,128000,129000,5984000,46.8,7500,7600,220000,16.51,29.3
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2010,124000,123300,20400000,165.2,,,,145000,146500,5823000,40.2,9300,9400,261000,16.81,28.1
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2010,76300,74700,11500000,153.5,,,,169500,170500,6220000,36.7,48000,48700,1311000,16.81,27.3
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2010,190000,185600,32200000,173.8,,,,168000,171000,7760000,46.2,3600,3700,87600,16.2,24.3
MINNESOTA,BENTON,27009,CENTRAL,50,2011,53800,39000,4245000,108.8,,,,33900,34100,1142000,33.7,,,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2011,59600,55900,8620000,154.2,3240,65000,20,36900,37200,1359000,36.8,,,,,
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2011,154000,150500,22500000,149.7,2850,41700,14.5,107500,108500,4058000,37.7,15100,15200,273000,16.51,18.1
MINNESOTA,MCLEOD,27085,CENTRAL,50,2011,116000,111000,16200000,146.1,4020,77000,19,85800,86800,3040000,35.4,2400,2400,40600,17.06,16.9
MINNESOTA,MEEKER,27093,CENTRAL,50,2011,118000,114000,16400000,143.6,3250,64000,19.5,100400,102000,3480000,34.7,2300,2400,29200,15.98,12.7
MINNESOTA,MORRISON,27097,CENTRAL,50,2011,94000,70200,9930000,141.5,,,,27600,27800,1025000,37.1,,,,,
MINNESOTA,RENVILLE,27129,CENTRAL,50,2011,258500,254500,37300000,146.4,,,,182800,184500,6763000,37,36800,37600,632000,16.58,17.2
MINNESOTA,SCOTT,27139,CENTRAL,50,2011,41000,38500,6220000,161.6,,,,30300,31400,1142000,37.7,,,,,
MINNESOTA,SHERBURNE,27141,CENTRAL,50,2011,30400,29500,4235000,143.6,840,12800,15,14200,14300,633000,44.6,,,,,
MINNESOTA,SIBLEY,27143,CENTRAL,50,2011,158000,153500,24100000,157,,,,115000,116000,4450000,38.7,2700,2900,44400,16.41,16.4
MINNESOTA,STEARNS,27145,CENTRAL,50,2011,222000,177900,24300000,136.4,35700,585000,16.5,93100,94200,3440000,36.9,4500,4600,67800,16.19,15.1
MINNESOTA,TODD,27153,CENTRAL,50,2011,73500,59700,7745000,129.7,,,,42500,43300,1497000,35.2,,,,,
MINNESOTA,WADENA,27159,CENTRAL,50,2011,23300,19900,2495000,125.4,,,,7900,7900,341000,43.2,,,,,
MINNESOTA,WRIGHT,27171,CENTRAL,50,2011,76900,72900,10700000,146.3,,,,74100,75000,2607000,35.2,,,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2011,,,,,180,2100,11.5,6200,6200,191000,30.8,,,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2011,6900,6700,785000,117.2,190,1700,8.9,,,,,,,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2011,28400,26700,3505000,131.3,,,,24200,24300,837000,34.6,,,,,
MINNESOTA,CROW WING,27035,EAST CENTRAL,60,2011,9900,8000,861000,107.6,1270,15300,12,,,,,,,,,
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2011,12800,12200,1730000,141.8,540,7100,13,14200,14500,532000,37.5,,,,,
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2011,33600,31200,3880000,124.4,2370,32000,13.5,25800,26000,822000,31.9,,,,,
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2011,14200,12300,1510000,122.8,1890,28700,15,11400,11500,341000,29.9,,,,,
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2011,21500,17100,1695000,99.1,2580,32800,12.5,17600,17900,531000,30.2,,,,,
MINNESOTA,PINE,27115,EAST CENTRAL,60,2011,17400,13000,1700000,130.8,3970,68000,17,15600,16000,576000,36.9,,,,,
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2011,21500,21000,3710000,176.7,500,10000,20,13600,13700,594000,43.7,,,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2011,48200,42400,5150000,121.5,5570,99000,18,86100,86400,2870000,33.3,6900,7400,141000,17.92,20.4
MINNESOTA,CLAY,27027,NORTHWEST,10,2011,117000,113500,12900000,113.6,,,,178700,179500,5992000,33.5,47800,50600,796000,17.54,16.7
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2011,4000,2400,250000,104.2,1320,17100,13,12800,13000,383000,29.9,,,,,
MINNESOTA,KITTSON,27069,NORTHWEST,10,2011,,,,,,,,96900,97200,2817000,29.1,32800,33400,591000,18.22,18
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2011,,,,,1300,26600,20.5,66500,67100,2102000,31.6,4400,4800,97900,18.24,22.3
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2011,12900,12200,1395000,114.3,,,,206500,208000,6597000,31.9,42800,44600,788000,17.74,18.4
MINNESOTA,NORMAN,27107,NORTHWEST,10,2011,75100,73800,8690000,117.8,,,,178100,179000,5582000,31.3,39900,40700,798000,18.06,20
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2011,,,,,,,,102600,103000,3119000,30.4,,,,,
MINNESOTA,POLK,27119,NORTHWEST,10,2011,62300,60300,7515000,124.6,,,,252000,255000,8484000,33.7,96300,96700,2316000,18.4,24
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2011,15400,14000,1690000,120.7,1400,28000,20,73200,73800,2355000,32.2,,,,,
MINNESOTA,ROSEAU,27135,NORTHWEST,10,2011,10800,7900,835000,105.7,2710,33100,12,119600,120000,3629000,30.3,,,,,
MINNESOTA,BLUE EARTH,27013,SOUTH CENTRAL,80,2011,195500,194600,33300000,171.1,,,,156700,157000,7459000,47.6,,,,,
MINNESOTA,BROWN,27015,SOUTH CENTRAL,80,2011,164500,157300,25600000,162.8,,,,118600,119000,4979000,42,,,,,
MINNESOTA,FARIBAULT,27043,SOUTH CENTRAL,80,2011,219000,217000,37800000,174.1,,,,165700,166000,7701000,46.5,,,,,
MINNESOTA,FREEBORN,27047,SOUTH CENTRAL,80,2011,202500,201500,36100000,179.2,,,,138800,139000,6354000,45.8,,,,,
MINNESOTA,LE SUEUR,27079,SOUTH CENTRAL,80,2011,94400,92400,14600000,158.2,,,,76500,76800,2877000,37.6,,,,,
MINNESOTA,MARTIN,27091,SOUTH CENTRAL,80,2011,226500,224500,39000000,173.6,,,,150600,151500,7305000,48.5,,,,,
MINNESOTA,NICOLLET,27103,SOUTH CENTRAL,80,2011,125000,119400,19200000,160.4,5500,115000,21,80400,80800,3419000,42.5,,,,,
MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2011,92600,88700,14000000,158.3,3420,63000,18.5,65400,65600,2546000,38.9,,,,,
MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2011,116500,115000,19500000,169.5,,,,75500,76200,3138000,41.6,,,,,
MINNESOTA,WASECA,27161,SOUTH CENTRAL,80,2011,123000,121000,21300000,175.9,,,,83400,83700,3820000,45.8,,,,,
MINNESOTA,WATONWAN,27165,SOUTH CENTRAL,80,2011,136500,135600,24100000,177.4,780,16200,21,97400,99400,4387000,45,,,,,
MINNESOTA,DAKOTA,27037,SOUTHEAST,90,2011,88100,85000,14800000,174.1,,,,47500,48000,1995000,42,,,,,
MINNESOTA,DODGE,27039,SOUTHEAST,90,2011,127000,121400,22300000,183.6,5600,118000,21,83400,83900,4032000,48.3,,,,,
MINNESOTA,FILLMORE,27045,SOUTHEAST,90,2011,192000,182200,32600000,178.6,,,,86100,86600,4169000,48.4,,,,,
MINNESOTA,GOODHUE,27049,SOUTHEAST,90,2011,163500,155300,27500000,177.2,,,,89800,90300,4206000,46.8,,,,,
MINNESOTA,HOUSTON,27055,SOUTHEAST,90,2011,61400,53900,9265000,171.9,,,,26200,26400,1234000,47.1,,,,,
MINNESOTA,MOWER,27099,SOUTHEAST,90,2011,210000,205000,36400000,177.4,4780,101000,21,147500,148500,6993000,47.4,,,,,
MINNESOTA,OLMSTED,27109,SOUTHEAST,90,2011,124000,116500,21200000,181.9,7470,150000,20,67800,68200,3160000,46.6,,,,,
MINNESOTA,WABASHA,27157,SOUTHEAST,90,2011,95100,87700,15800000,180.2,7350,174000,23.5,37200,37400,1852000,49.8,,,,,
MINNESOTA,WINONA,27169,SOUTHEAST,90,2011,86900,75000,13400000,178.3,11900,263000,22,27500,27700,1361000,49.5,,,,,
MINNESOTA,COTTONWOOD,27033,SOUTHWEST,70,2011,178000,175100,28800000,164.4,,,,147300,148000,6490000,44.1,,,,,
MINNESOTA,JACKSON,27063,SOUTHWEST,70,2011,195500,194300,31300000,161.3,,,,174200,175000,7959000,45.7,,,,,
MINNESOTA,LINCOLN,27081,SOUTHWEST,70,2011,115500,111800,16300000,145.7,,,,99300,99900,3466000,34.9,,,,,
MINNESOTA,LYON,27083,SOUTHWEST,70,2011,183500,176400,26100000,147.8,,,,153300,156500,5397000,35.2,,,,,
MINNESOTA,MURRAY,27101,SOUTHWEST,70,2011,186500,175200,29200000,166.4,,,,159000,159500,7334000,46.1,,,,,
MINNESOTA,NOBLES,27105,SOUTHWEST,70,2011,213500,203500,35500000,174.6,,,,167200,168500,7660000,45.8,,,,,
MINNESOTA,PIPESTONE,27117,SOUTHWEST,70,2011,112000,99500,15100000,152.2,,,,91700,93100,3558000,38.8,,,,,
MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2011,239500,237000,35300000,149.1,1140,19100,17,206000,209000,7792000,37.8,,,,,
MINNESOTA,ROCK,27133,SOUTHWEST,70,2011,144000,133200,24100000,180.6,10400,185000,18,105000,105500,5198000,49.5,,,,,
MINNESOTA,BIG STONE,27011,WEST CENTRAL,40,2011,93000,91500,10200000,111,,,,102200,103000,3412000,33.4,,,,,
MINNESOTA,CHIPPEWA,27023,WEST CENTRAL,40,2011,146000,144700,22400000,155.1,,,,99800,100500,4054000,40.6,31600,31800,539000,16.46,17.1
MINNESOTA,DOUGLAS,27041,WEST CENTRAL,40,2011,64300,58300,7190000,123.3,,,,71500,73100,2478000,34.7,,,,,
MINNESOTA,GRANT,27051,WEST CENTRAL,40,2011,103000,102300,12600000,123.1,,,,96700,96900,3634000,37.6,10600,10700,147000,17.42,13.9
MINNESOTA,LAC QUI PARLE,27073,WEST CENTRAL,40,2011,178000,174000,25100000,144.2,,,,160900,162500,6174000,38.4,,,,,
MINNESOTA,OTTER TAIL,27111,WEST CENTRAL,40,2011,167000,145400,19300000,132.7,20800,385000,18.5,140300,141500,5564000,39.7,2700,2900,46200,17.35,17.1
MINNESOTA,POPE,27121,WEST CENTRAL,40,2011,117000,113200,15500000,136.7,,,,77300,79000,2769000,35.8,3200,3200,64400,16.16,20.1
MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2011,133000,123400,17200000,139.1,8010,139000,17.5,105500,106000,3954000,37.5,4800,4900,97800,16.71,20.4
MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2011,185000,176400,27200000,154.1,8270,169000,20.5,122800,124500,4710000,38.4,6950,7000,139000,16.54,20
MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2011,136000,134000,14900000,111.5,,,,131200,132000,4386000,33.4,8200,8300,80200,17.07,9.8
MINNESOTA,WILKIN,27167,WEST CENTRAL,40,2011,90700,89800,10800000,120.7,,,,152400,154500,4732000,31,53800,54000,995000,17.84,18.5
MINNESOTA,YELLOW MEDICINE,27173,WEST CENTRAL,40,2011,199000,196000,30400000,155.2,,,,158400,161500,6310000,39.8,4200,4200,61500,16.74,14.6
MINNESOTA,BENTON,27009,CENTRAL,50,2012,63500,58600,8975000,153.2,,,,31000,31200,1260000,40.6,,,,,
MINNESOTA,CARVER,27019,CENTRAL,50,2012,63800,59200,10300000,174.8,,,,34900,35600,1729000,49.5,,,,,
MINNESOTA,KANDIYOHI,27067,CENTRAL,50,2012,175000,172000,32000000,186.2,2160,41200,19,89500,90000,4156000,46.4,15800,15900,442000,17.86,28
MINNESOTA,MCLEOD,27085,CENTRAL,50,2012,127000,125000,22500000,179.6,,,,80800,81700,3850000,47.6,3100,3200,78000,17.3,25.2
MINNESOTA,MEEKER,27093,CENTRAL,50,2012,133000,130000,21900000,168.7,,,,92500,93100,4138000,44.7,3300,3300,92800,17.68,28.1
MINNESOTA,MORRISON,27097,CENTRAL,50,2012,108000,89400,13200000,147.6,,,,28600,28800,1108000,38.7,,,,,
MINNESOTA,RENVILLE,27129,CENTRAL,50,2012,270000,267000,46400000,173.6,,,,170000,171000,7794000,45.8,42300,42500,1146000,17.62,27.1
MINNESOTA,SCOTT,27139,CENTRAL,50,2012,41600,39300,6527000,166.1,1340,27800,20.5,30800,31100,1492000,48.4,,,,,
MINNESOTA,SHERBURNE,27141,CENTRAL,50,2012,33800,31100,4397000,141.4,1830,27200,15,13500,13600,476000,35.3,,,,,
MINNESOTA,SIBLEY,27143,CENTRAL,50,2012,170000,167000,28700000,171.8,,,,102400,103500,4408000,43,2700,2800,69200,17.01,25.6
MINNESOTA,STEARNS,27145,CENTRAL,50,2012,238000,197000,32800000,166.6,40700,633000,15.5,90800,91400,3890000,42.8,3700,3700,103000,17.41,27.8
MINNESOTA,TODD,27153,CENTRAL,50,2012,87600,75100,9816000,130.7,,,,41700,42000,1395000,33.5,,,,,
MINNESOTA,WADENA,27159,CENTRAL,50,2012,23700,19400,2519000,129.8,,,,7400,7500,266000,35.9,,,,,
MINNESOTA,WRIGHT,27171,CENTRAL,50,2012,84000,80900,13500000,167.1,,,,71100,71500,3266000,45.9,,,,,
MINNESOTA,AITKIN,27001,EAST CENTRAL,60,2012,,,,,,,,8000,9100,227000,28.4,,,,,
MINNESOTA,ANOKA,27003,EAST CENTRAL,60,2012,8800,8300,1077000,129.8,,,,3580,3600,127000,35.5,,,,,
MINNESOTA,CARLTON,27017,EAST CENTRAL,60,2012,900,280,38000,135.7,,,,,,,,,,,,
MINNESOTA,CHISAGO,27025,EAST CENTRAL,60,2012,33400,31500,4498000,142.8,1650,30200,18.5,24700,24800,910000,36.8,,,,,
MINNESOTA,HENNEPIN,27053,EAST CENTRAL,60,2012,15400,14900,2443000,164,330,4700,14,13100,13300,566000,43.2,,,,,
MINNESOTA,ISANTI,27059,EAST CENTRAL,60,2012,37000,34400,4505000,131,2370,35200,15,26900,27000,863000,32.1,,,,,
MINNESOTA,KANABEC,27065,EAST CENTRAL,60,2012,15600,13200,1643000,124.5,2180,32300,15,13300,13400,447000,33.6,,,,,
MINNESOTA,MILLE LACS,27095,EAST CENTRAL,60,2012,28400,26200,3825000,146,2140,39300,18.5,16900,17000,617000,36.5,,,,,
MINNESOTA,PINE,27115,EAST CENTRAL,60,2012,24100,19000,2572000,135.4,,,,15200,15800,551000,36.3,,,,,
MINNESOTA,WASHINGTON,27163,EAST CENTRAL,60,2012,21600,21300,3511000,164.8,,,,13500,13600,491000,36.4,,,,,
MINNESOTA,BECKER,27005,NORTHWEST,10,2012,63300,56300,7845000,139.3,,,,87600,88100,3067000,35,6400,6500,175000,19.71,27.3
MINNESOTA,CLAY,27027,NORTHWEST,10,2012,144000,141000,20900000,148.4,2610,43100,16.5,179400,180500,6631000,37,45000,45300,1167000,19.31,25.9
MINNESOTA,CLEARWATER,27029,NORTHWEST,10,2012,5000,3800,399000,105,1110,15800,14,,,,,,,,,
MINNESOTA,KITTSON,27069,NORTHWEST,10,2012,13700,12400,1821000,146.9,1140,19500,17,117700,118500,4252000,36.1,27500,33100,674000,19.37,24.5
MINNESOTA,MAHNOMEN,27087,NORTHWEST,10,2012,,,,,1100,16900,15.5,,,,,3700,3800,81600,18.7,22.1
MINNESOTA,MARSHALL,27089,NORTHWEST,10,2012,32800,32100,4104000,127.9,,,,232500,234000,8417000,36.2,39700,42800,1039000,19.12,26.2
MINNESOTA,NORMAN,27107,NORTHWEST,10,2012,109000,107000,13000000,121.8,,,,173000,174000,5665000,32.7,39100,39500,973000,18.95,24.9
MINNESOTA,PENNINGTON,27113,NORTHWEST,10,2012,,,,,,,,110800,111500,3849000,34.7,,,,,
MINNESOTA,POLK,27119,NORTHWEST,10,2012,113000,107000,12300000,114.9,,,,262500,264000,9364000,35.7,95900,97200,2741000,18.94,28.6
MINNESOTA,RED LAKE,27125,NORTHWEST,10,2012,23000,19400,2570000,132.5,,,,75600,76100,2678000,35.4,,,,,
